Aula;Subtítulo;Vídeo;Videoaula;Duração
Aula 09;Conceitos Básicos de Orientação a Objetos: Classes, Objetos, Atributos, Métodos, Mensagens, Abstração, Encapsulamento, Polimorfismo, Herança, Relacionamentos). Análise e Projeto: Conceitos Básicos, Diferenças, Modelos, Classes de Fronteira, Controle e Entidade. Análise e Projeto.;1;Análise e Projeto Orientados a Objeto;23:45
Aula 09;Conceitos Básicos de Orientação a Objetos: Classes, Objetos, Atributos, Métodos, Mensagens, Abstração, Encapsulamento, Polimorfismo, Herança, Relacionamentos). Análise e Projeto: Conceitos Básicos, Diferenças, Modelos, Classes de Fronteira, Controle e Entidade. Análise e Projeto.;2;Paradigma OO;21:32
Aula 09;Conceitos Básicos de Orientação a Objetos: Classes, Objetos, Atributos, Métodos, Mensagens, Abstração, Encapsulamento, Polimorfismo, Herança, Relacionamentos). Análise e Projeto: Conceitos Básicos, Diferenças, Modelos, Classes de Fronteira, Controle e Entidade. Análise e Projeto.;3;Classes;19:54
Aula 09;Conceitos Básicos de Orientação a Objetos: Classes, Objetos, Atributos, Métodos, Mensagens, Abstração, Encapsulamento, Polimorfismo, Herança, Relacionamentos). Análise e Projeto: Conceitos Básicos, Diferenças, Modelos, Classes de Fronteira, Controle e Entidade. Análise e Projeto.;4;Abstração;04:18
Aula 09;Conceitos Básicos de Orientação a Objetos: Classes, Objetos, Atributos, Métodos, Mensagens, Abstração, Encapsulamento, Polimorfismo, Herança, Relacionamentos). Análise e Projeto: Conceitos Básicos, Diferenças, Modelos, Classes de Fronteira, Controle e Entidade. Análise e Projeto.;5;Interface;12:49
Aula 09;Conceitos Básicos de Orientação a Objetos: Classes, Objetos, Atributos, Métodos, Mensagens, Abstração, Encapsulamento, Polimorfismo, Herança, Relacionamentos). Análise e Projeto: Conceitos Básicos, Diferenças, Modelos, Classes de Fronteira, Controle e Entidade. Análise e Projeto.;6;Encapsulamento;11:10
Aula 09;Conceitos Básicos de Orientação a Objetos: Classes, Objetos, Atributos, Métodos, Mensagens, Abstração, Encapsulamento, Polimorfismo, Herança, Relacionamentos). Análise e Projeto: Conceitos Básicos, Diferenças, Modelos, Classes de Fronteira, Controle e Entidade. Análise e Projeto.;7;Herança;12:26
Aula 09;Conceitos Básicos de Orientação a Objetos: Classes, Objetos, Atributos, Métodos, Mensagens, Abstração, Encapsulamento, Polimorfismo, Herança, Relacionamentos). Análise e Projeto: Conceitos Básicos, Diferenças, Modelos, Classes de Fronteira, Controle e Entidade. Análise e Projeto.;8;Polimorfismo;10:29
Aula 10;Linguagem de Modelagem: Unified Modeling Language (UML) 2.x – Contexto Histórico, Conceitos Básicos, Tipos de Diagramas (Estruturais, Comportamentais, Interação). Diagramas de Classes, Componentes, Implantação, Perfil, Objetos, Estrutura Composta, Pacotes, Máquina de Estados, Casos de Uso, Atividades, Sequência, Comunicação, Interação Geral e Tempo.;1;UML - Introdução;16:19
Aula 10;Linguagem de Modelagem: Unified Modeling Language (UML) 2.x – Contexto Histórico, Conceitos Básicos, Tipos de Diagramas (Estruturais, Comportamentais, Interação). Diagramas de Classes, Componentes, Implantação, Perfil, Objetos, Estrutura Composta, Pacotes, Máquina de Estados, Casos de Uso, Atividades, Sequência, Comunicação, Interação Geral e Tempo.;2;Diagrama de classes;28:40
Aula 10;Linguagem de Modelagem: Unified Modeling Language (UML) 2.x – Contexto Histórico, Conceitos Básicos, Tipos de Diagramas (Estruturais, Comportamentais, Interação). Diagramas de Classes, Componentes, Implantação, Perfil, Objetos, Estrutura Composta, Pacotes, Máquina de Estados, Casos de Uso, Atividades, Sequência, Comunicação, Interação Geral e Tempo.;3;Diagrama de objetos;05:26
Aula 10;Linguagem de Modelagem: Unified Modeling Language (UML) 2.x – Contexto Histórico, Conceitos Básicos, Tipos de Diagramas (Estruturais, Comportamentais, Interação). Diagramas de Classes, Componentes, Implantação, Perfil, Objetos, Estrutura Composta, Pacotes, Máquina de Estados, Casos de Uso, Atividades, Sequência, Comunicação, Interação Geral e Tempo.;4;Diagrama de componentes;05:20
Aula 10;Linguagem de Modelagem: Unified Modeling Language (UML) 2.x – Contexto Histórico, Conceitos Básicos, Tipos de Diagramas (Estruturais, Comportamentais, Interação). Diagramas de Classes, Componentes, Implantação, Perfil, Objetos, Estrutura Composta, Pacotes, Máquina de Estados, Casos de Uso, Atividades, Sequência, Comunicação, Interação Geral e Tempo.;5;Diagrama de pacotes;05:36
Aula 10;Linguagem de Modelagem: Unified Modeling Language (UML) 2.x – Contexto Histórico, Conceitos Básicos, Tipos de Diagramas (Estruturais, Comportamentais, Interação). Diagramas de Classes, Componentes, Implantação, Perfil, Objetos, Estrutura Composta, Pacotes, Máquina de Estados, Casos de Uso, Atividades, Sequência, Comunicação, Interação Geral e Tempo.;6;Diagrama de implantação;05:03
Aula 10;Linguagem de Modelagem: Unified Modeling Language (UML) 2.x – Contexto Histórico, Conceitos Básicos, Tipos de Diagramas (Estruturais, Comportamentais, Interação). Diagramas de Classes, Componentes, Implantação, Perfil, Objetos, Estrutura Composta, Pacotes, Máquina de Estados, Casos de Uso, Atividades, Sequência, Comunicação, Interação Geral e Tempo.;7;Diagrama de estrutura composta;05:19
Aula 10;Linguagem de Modelagem: Unified Modeling Language (UML) 2.x – Contexto Histórico, Conceitos Básicos, Tipos de Diagramas (Estruturais, Comportamentais, Interação). Diagramas de Classes, Componentes, Implantação, Perfil, Objetos, Estrutura Composta, Pacotes, Máquina de Estados, Casos de Uso, Atividades, Sequência, Comunicação, Interação Geral e Tempo.;8;Diagrama de perfis;05:59
Aula 10;Linguagem de Modelagem: Unified Modeling Language (UML) 2.x – Contexto Histórico, Conceitos Básicos, Tipos de Diagramas (Estruturais, Comportamentais, Interação). Diagramas de Classes, Componentes, Implantação, Perfil, Objetos, Estrutura Composta, Pacotes, Máquina de Estados, Casos de Uso, Atividades, Sequência, Comunicação, Interação Geral e Tempo.;9;Diagrama de casos de uso;11:00
Aula 10;Linguagem de Modelagem: Unified Modeling Language (UML) 2.x – Contexto Histórico, Conceitos Básicos, Tipos de Diagramas (Estruturais, Comportamentais, Interação). Diagramas de Classes, Componentes, Implantação, Perfil, Objetos, Estrutura Composta, Pacotes, Máquina de Estados, Casos de Uso, Atividades, Sequência, Comunicação, Interação Geral e Tempo.;10;Diagrama de atividade;07:10
Aula 10;Linguagem de Modelagem: Unified Modeling Language (UML) 2.x – Contexto Histórico, Conceitos Básicos, Tipos de Diagramas (Estruturais, Comportamentais, Interação). Diagramas de Classes, Componentes, Implantação, Perfil, Objetos, Estrutura Composta, Pacotes, Máquina de Estados, Casos de Uso, Atividades, Sequência, Comunicação, Interação Geral e Tempo.;11;Diagrama de maquina de estados;08:03
Aula 10;Linguagem de Modelagem: Unified Modeling Language (UML) 2.x – Contexto Histórico, Conceitos Básicos, Tipos de Diagramas (Estruturais, Comportamentais, Interação). Diagramas de Classes, Componentes, Implantação, Perfil, Objetos, Estrutura Composta, Pacotes, Máquina de Estados, Casos de Uso, Atividades, Sequência, Comunicação, Interação Geral e Tempo.;12;Diagrama de sequência;07:09
Aula 10;Linguagem de Modelagem: Unified Modeling Language (UML) 2.x – Contexto Histórico, Conceitos Básicos, Tipos de Diagramas (Estruturais, Comportamentais, Interação). Diagramas de Classes, Componentes, Implantação, Perfil, Objetos, Estrutura Composta, Pacotes, Máquina de Estados, Casos de Uso, Atividades, Sequência, Comunicação, Interação Geral e Tempo.;13;Diagrama de comunicação;03:49
Aula 10;Linguagem de Modelagem: Unified Modeling Language (UML) 2.x – Contexto Histórico, Conceitos Básicos, Tipos de Diagramas (Estruturais, Comportamentais, Interação). Diagramas de Classes, Componentes, Implantação, Perfil, Objetos, Estrutura Composta, Pacotes, Máquina de Estados, Casos de Uso, Atividades, Sequência, Comunicação, Interação Geral e Tempo.;14;Diagrama de tempo;04:10
Aula 10;Linguagem de Modelagem: Unified Modeling Language (UML) 2.x – Contexto Histórico, Conceitos Básicos, Tipos de Diagramas (Estruturais, Comportamentais, Interação). Diagramas de Classes, Componentes, Implantação, Perfil, Objetos, Estrutura Composta, Pacotes, Máquina de Estados, Casos de Uso, Atividades, Sequência, Comunicação, Interação Geral e Tempo.;15;Diagrama de interação geral;04:27
Aula 10;Linguagem de Modelagem: Unified Modeling Language (UML) 2.x – Contexto Histórico, Conceitos Básicos, Tipos de Diagramas (Estruturais, Comportamentais, Interação). Diagramas de Classes, Componentes, Implantação, Perfil, Objetos, Estrutura Composta, Pacotes, Máquina de Estados, Casos de Uso, Atividades, Sequência, Comunicação, Interação Geral e Tempo.;16;Object constraint language;05:22
Aula 11;Qualidade de Software. NBR ISO/IEC 9126.;1;Testes e Qualidades de Software;16:48
Aula 11;Qualidade de Software. NBR ISO/IEC 9126.;2;Verificação e Validação;09:48
Aula 11;Qualidade de Software. NBR ISO/IEC 9126.;3;ISO/IEC 9126 - Conceitos Básicos;14:30
Aula 11;Qualidade de Software. NBR ISO/IEC 9126.;4;ISO/IEC 9126 - Funcionalidade;05:20
Aula 11;Qualidade de Software. NBR ISO/IEC 9126.;5;ISO/IEC 9126 - Confiabilidade;03:26
Aula 11;Qualidade de Software. NBR ISO/IEC 9126.;6;ISO/IEC 9126 - Usabilidade;03:16
Aula 11;Qualidade de Software. NBR ISO/IEC 9126.;7;ISO/IEC 9126 - Eficiência;02:21
Aula 11;Qualidade de Software. NBR ISO/IEC 9126.;8;ISO/IEC 9126 - Manutenibilidade;03:28
Aula 11;Qualidade de Software. NBR ISO/IEC 9126.;9;ISO/IEC 9126 - Portabilidade;05:01
Aula 11;Qualidade de Software. NBR ISO/IEC 9126.;10;ISO/IEC 9126 - Qualidade em Uso;03:12
Aula 12;Testes de Software.;1;Testes de Software;14:43
Aula 12;Testes de Software.;2;Abordagens de Testes;19:02
Aula 12;Testes de Software.;3;Estágios de Teste;07:33
Aula 12;Testes de Software.;4;Abordagem Caixa Branca;06:33
Aula 12;Testes de Software.;5;Teste de Integração;04:40
Aula 12;Testes de Software.;6;Teste de Aceitação;07:24
Aula 12;Testes de Software.;7;Teste de Sistema;04:11
Aula 12;Testes de Software.;8;Teste de Regressão;16:57
Aula 12;Testes de Software.;9;Automação de Teste;21:29
Aula 12;Testes de Software.;10;Debugging;09:55
Aula 12;Testes de Software.;11;Questões - Testes e Qualidade de Software - Parte 01;24:09
Aula 12;Testes de Software.;12;Questões - Testes e Qualidade de Software - Parte 02;22:29
Aula 12;Testes de Software.;13;Questões - Testes e Qualidade de Software - Parte 03;23:06
Aula 12;Testes de Software.;14;Questões - Testes e Qualidade de Software - Parte 04;20:26
Aula 12;Testes de Software.;15;Questões - Testes e Qualidade de Software - Parte 05;22:14
Aula 13;Arquitetura de Software.;1;Projeto de Arquitetura de Software;18:14
Aula 13;Arquitetura de Software.;2;O que constitui uma boa arquitetura?;27:38
Aula 13;Arquitetura de Software.;3;Arquitetura em Camadas;17:30
Aula 13;Arquitetura de Software.;4;Arquitetura em três camadas;23:52
Aula 13;Arquitetura de Software.;5;Arquitetura WEB;10:06
Aula 13;Arquitetura de Software.;6;Arquitetura MVC;17:51
Aula 13;Arquitetura de Software.;7;Arquitetura Distribuída;19:39
Aula 13;Arquitetura de Software.;8;Arquitetura de Microsserviços;18:21
Aula 13;Arquitetura de Software.;9;Arquitetura Mainframe (Grande Porte);13:11
Aula 13;Arquitetura de Software.;10;Arquitetura P2P - Características;09:22
Aula 13;Arquitetura de Software.;11;Questões - Arquitetura de Software - Parte 01;19:58
Aula 13;Arquitetura de Software.;12;Questões - Arquitetura de Software - Parte 02;19:13
Aula 13;Arquitetura de Software.;13;Questões - Arquitetura de Software - Parte 03;21:07
Aula 13;Arquitetura de Software.;14;Questões - Arquitetura de Software - Parte 04;14:08
Aula 13;Arquitetura de Software.;15;Questões - Arquitetura de Software - MVC - Parte 01;25:11
Aula 13;Arquitetura de Software.;16;Questões - Arquitetura de Software - MVC - Parte 02;17:52
Aula 14;Arquitetura Orientada a Serviços (SOA).;1;SOA - Conceitos Básicos;28:30
Aula 14;Arquitetura Orientada a Serviços (SOA).;2;SOA - Princípios Básicos;12:09
Aula 14;Arquitetura Orientada a Serviços (SOA).;3;SOA - Modelos de Arquitetura;11:57
Aula 14;Arquitetura Orientada a Serviços (SOA).;4;SOA - Tecnologias de integração e Comunicação e CORBA;17:07
Aula 15;Web Services e REST.;1;Web Services - Conceitos;14:54
Aula 15;Web Services e REST.;2;Web Services - SOAP;08:20
Aula 15;Web Services e REST.;3;Web Services - WSDL;08:14
Aula 15;Web Services e REST.;4;Web Services -UDDI;07:18
Aula 15;Web Services e REST.;5;Web Services - HTTP;26:21
Aula 15;Web Services e REST.;6;Web Services - REST;25:32
Aula 15;Web Services e REST.;7;Questões - SOA e Web Services - Parte 01;20:27
Aula 15;Web Services e REST.;8;Questões - SOA e Web Services - Parte 02;25:12
Aula 15;Web Services e REST.;9;Questões - SOA e Web Services - Parte 03;21:50
Aula 15;Web Services e REST.;10;Questões - SOA e Web Services - Parte 04;33:34
Aula 16;Padrões de Projeto (GOF).;1;Padrões de Projeto - Gof - Bibliografia;10:47
Aula 16;Padrões de Projeto (GOF).;2;Padrões de Projeto - Gof - Motivação, Evolução e Benefícios;33:48
Aula 16;Padrões de Projeto (GOF).;3;Padrões de Projeto - Gof - Elementos;22:56
Aula 16;Padrões de Projeto (GOF).;4;Padrões Criacionais - Abstract Factory, Builder e Factory Method;32:23
Aula 16;Padrões de Projeto (GOF).;5;Padrões Criacionais - Prototype e Singleton;16:44
Aula 16;Padrões de Projeto (GOF).;6;Padrões Estruturais - Adapter e Bridge;21:29
Aula 16;Padrões de Projeto (GOF).;7;Padrões Estruturais - Composite, Decorator e Proxy;28:08
Aula 16;Padrões de Projeto (GOF).;8;Padrões Estruturais - Façade e Flyweight;27:36
Aula 16;Padrões de Projeto (GOF).;9;Padrões comportamentais - Introdução;07:11
Aula 16;Padrões de Projeto (GOF).;10;Padrões comportamentais - Strategy;22:37
Aula 16;Padrões de Projeto (GOF).;11;Padrões comportamentais - Chain of Responsibility e Iterator;24:06
Aula 16;Padrões de Projeto (GOF).;12;Padrões comportamentais - State e Command;23:36
Aula 16;Padrões de Projeto (GOF).;13;Padrões comportamentais - Observer e Visitor;26:03
Aula 16;Padrões de Projeto (GOF).;14;Padrões comportamentais - Memento e Mediator;20:33
Aula 16;Padrões de Projeto (GOF).;15;Padrões comportamentais - Template Method e Interpreter;19:11
Aula 17;Análise de Pontos de Função: IFPUG – Definição e Contexto, Benefícios e Vantagens, Componentes de Dados (AIE, ALI) e Transação (EE, SE, CE), Etapas do Procedimento de Contagem: Determinar Tipo de Contagem, Determinar Escopo e Fronteira, Cálculo dos Pontos de Função Não-Ajustados, Cálculo do Fator de Ajuste, Cálculo dos Pontos de Função Ajustados. NESMA - Tipos de Contagem e Deflatores.;1;Métricas de Software - Análise de Pontos de Função;28:10
Aula 17;Análise de Pontos de Função: IFPUG – Definição e Contexto, Benefícios e Vantagens, Componentes de Dados (AIE, ALI) e Transação (EE, SE, CE), Etapas do Procedimento de Contagem: Determinar Tipo de Contagem, Determinar Escopo e Fronteira, Cálculo dos Pontos de Função Não-Ajustados, Cálculo do Fator de Ajuste, Cálculo dos Pontos de Função Ajustados. NESMA - Tipos de Contagem e Deflatores.;2;Métricas de Software - Ponto de Função;29:21
Aula 17;Análise de Pontos de Função: IFPUG – Definição e Contexto, Benefícios e Vantagens, Componentes de Dados (AIE, ALI) e Transação (EE, SE, CE), Etapas do Procedimento de Contagem: Determinar Tipo de Contagem, Determinar Escopo e Fronteira, Cálculo dos Pontos de Função Não-Ajustados, Cálculo do Fator de Ajuste, Cálculo dos Pontos de Função Ajustados. NESMA - Tipos de Contagem e Deflatores.;3;Métricas de Software - Objetivos da APF;09:50
Aula 17;Análise de Pontos de Função: IFPUG – Definição e Contexto, Benefícios e Vantagens, Componentes de Dados (AIE, ALI) e Transação (EE, SE, CE), Etapas do Procedimento de Contagem: Determinar Tipo de Contagem, Determinar Escopo e Fronteira, Cálculo dos Pontos de Função Não-Ajustados, Cálculo do Fator de Ajuste, Cálculo dos Pontos de Função Ajustados. NESMA - Tipos de Contagem e Deflatores.;4;Métricas de Software - Processo de Medição Funcional - Parte 1;22:05
Aula 17;Análise de Pontos de Função: IFPUG – Definição e Contexto, Benefícios e Vantagens, Componentes de Dados (AIE, ALI) e Transação (EE, SE, CE), Etapas do Procedimento de Contagem: Determinar Tipo de Contagem, Determinar Escopo e Fronteira, Cálculo dos Pontos de Função Não-Ajustados, Cálculo do Fator de Ajuste, Cálculo dos Pontos de Função Ajustados. NESMA - Tipos de Contagem e Deflatores.;5;Métricas de Software - Processo de Medição Funcional - Parte 2;17:57
Aula 17;Análise de Pontos de Função: IFPUG – Definição e Contexto, Benefícios e Vantagens, Componentes de Dados (AIE, ALI) e Transação (EE, SE, CE), Etapas do Procedimento de Contagem: Determinar Tipo de Contagem, Determinar Escopo e Fronteira, Cálculo dos Pontos de Função Não-Ajustados, Cálculo do Fator de Ajuste, Cálculo dos Pontos de Função Ajustados. NESMA - Tipos de Contagem e Deflatores.;6;Métricas de Software - Processo de Medição Funcional - Parte 3;25:00
Aula 17;Análise de Pontos de Função: IFPUG – Definição e Contexto, Benefícios e Vantagens, Componentes de Dados (AIE, ALI) e Transação (EE, SE, CE), Etapas do Procedimento de Contagem: Determinar Tipo de Contagem, Determinar Escopo e Fronteira, Cálculo dos Pontos de Função Não-Ajustados, Cálculo do Fator de Ajuste, Cálculo dos Pontos de Função Ajustados. NESMA - Tipos de Contagem e Deflatores.;7;Métricas de Software - Fator de Ajuste;16:10
Aula 18;Engenharia de Usabilidade. Interfaces de Usuário: Conceitos Básicos. Estilos de Interface de Usuário. Princípios de Interface de Usuário. Ergonomia e Usabilidade. Wireframes.;1;Usabilidade - Introdução;18:46
Aula 18;Engenharia de Usabilidade. Interfaces de Usuário: Conceitos Básicos. Estilos de Interface de Usuário. Princípios de Interface de Usuário. Ergonomia e Usabilidade. Wireframes.;2;Usabilidade - Princípios Gerais e Recomendações;29:22
Aula 18;Engenharia de Usabilidade. Interfaces de Usuário: Conceitos Básicos. Estilos de Interface de Usuário. Princípios de Interface de Usuário. Ergonomia e Usabilidade. Wireframes.;3;Usabilidade - Testes de usabilidade;16:59
Aula 18;Engenharia de Usabilidade. Interfaces de Usuário: Conceitos Básicos. Estilos de Interface de Usuário. Princípios de Interface de Usuário. Ergonomia e Usabilidade. Wireframes.;4;Usabilidade para Aplicativos Móveis;18:44
Aula 18;Engenharia de Usabilidade. Interfaces de Usuário: Conceitos Básicos. Estilos de Interface de Usuário. Princípios de Interface de Usuário. Ergonomia e Usabilidade. Wireframes.;5;Usabilidade - CSS;08:25
Aula 18;Engenharia de Usabilidade. Interfaces de Usuário: Conceitos Básicos. Estilos de Interface de Usuário. Princípios de Interface de Usuário. Ergonomia e Usabilidade. Wireframes.;6;Usabilidade - e-PWG;16:45
Aula 18;Engenharia de Usabilidade. Interfaces de Usuário: Conceitos Básicos. Estilos de Interface de Usuário. Princípios de Interface de Usuário. Ergonomia e Usabilidade. Wireframes.;7;Usabilidade - Métodos de avaliação;08:47
Aula 18;Engenharia de Usabilidade. Interfaces de Usuário: Conceitos Básicos. Estilos de Interface de Usuário. Princípios de Interface de Usuário. Ergonomia e Usabilidade. Wireframes.;8;Usabilidade - Wireframe;09:56
