Aula;Subtítulo;Vídeo;Videoaula;Duração
Aula 09 - Somente em PDF;Linux (Parte 1) - Conceitos Básicos: Sistema Multitarefa e Multiusuário, Execução em Foreground ou Background, Agendamento de Tarefas, Sistemas de Arquivos, LVM (Logical Volume Manager), Estrutura dos Diretórios, Memória Virtual, Gerenciadores de Pacotes, Configuração de Serviços ou Funcionalidades, Interoperabilidade (Samba), Serviço de Diretório. Shell Script.;1;Linux – Conceitos Básicos - Teoria;01:13:29
Aula 09 - Somente em PDF;Linux (Parte 1) - Conceitos Básicos: Sistema Multitarefa e Multiusuário, Execução em Foreground ou Background, Agendamento de Tarefas, Sistemas de Arquivos, LVM (Logical Volume Manager), Estrutura dos Diretórios, Memória Virtual, Gerenciadores de Pacotes, Configuração de Serviços ou Funcionalidades, Interoperabilidade (Samba), Serviço de Diretório. Shell Script.;2;Linux – Conceitos Básicos – Questões Cebraspe;08:32
Aula 09 - Somente em PDF;Linux (Parte 1) - Conceitos Básicos: Sistema Multitarefa e Multiusuário, Execução em Foreground ou Background, Agendamento de Tarefas, Sistemas de Arquivos, LVM (Logical Volume Manager), Estrutura dos Diretórios, Memória Virtual, Gerenciadores de Pacotes, Configuração de Serviços ou Funcionalidades, Interoperabilidade (Samba), Serviço de Diretório. Shell Script.;3;Linux – Conceitos Básicos – Questões FCC;06:15
Aula 09 - Somente em PDF;Linux (Parte 1) - Conceitos Básicos: Sistema Multitarefa e Multiusuário, Execução em Foreground ou Background, Agendamento de Tarefas, Sistemas de Arquivos, LVM (Logical Volume Manager), Estrutura dos Diretórios, Memória Virtual, Gerenciadores de Pacotes, Configuração de Serviços ou Funcionalidades, Interoperabilidade (Samba), Serviço de Diretório. Shell Script.;4;Linux – Conceitos Básicos – Questões Vunesp;06:18
Aula 09 - Somente em PDF;Linux (Parte 1) - Conceitos Básicos: Sistema Multitarefa e Multiusuário, Execução em Foreground ou Background, Agendamento de Tarefas, Sistemas de Arquivos, LVM (Logical Volume Manager), Estrutura dos Diretórios, Memória Virtual, Gerenciadores de Pacotes, Configuração de Serviços ou Funcionalidades, Interoperabilidade (Samba), Serviço de Diretório. Shell Script.;5;Linux – Conceitos Básicos – Questões Multibancas;21:13
Aula 09 - Somente em PDF;Linux (Parte 1) - Conceitos Básicos: Sistema Multitarefa e Multiusuário, Execução em Foreground ou Background, Agendamento de Tarefas, Sistemas de Arquivos, LVM (Logical Volume Manager), Estrutura dos Diretórios, Memória Virtual, Gerenciadores de Pacotes, Configuração de Serviços ou Funcionalidades, Interoperabilidade (Samba), Serviço de Diretório. Shell Script.;6;Linux – Shell Script - Teoria;35:05
Aula 09 - Somente em PDF;Linux (Parte 1) - Conceitos Básicos: Sistema Multitarefa e Multiusuário, Execução em Foreground ou Background, Agendamento de Tarefas, Sistemas de Arquivos, LVM (Logical Volume Manager), Estrutura dos Diretórios, Memória Virtual, Gerenciadores de Pacotes, Configuração de Serviços ou Funcionalidades, Interoperabilidade (Samba), Serviço de Diretório. Shell Script.;7;Linux – Shell Script – Questões Cebraspe;04:51
Aula 09 - Somente em PDF;Linux (Parte 1) - Conceitos Básicos: Sistema Multitarefa e Multiusuário, Execução em Foreground ou Background, Agendamento de Tarefas, Sistemas de Arquivos, LVM (Logical Volume Manager), Estrutura dos Diretórios, Memória Virtual, Gerenciadores de Pacotes, Configuração de Serviços ou Funcionalidades, Interoperabilidade (Samba), Serviço de Diretório. Shell Script.;8;Linux – Shell Script – Questões FGV;08:03
Aula 09 - Somente em PDF;Linux (Parte 1) - Conceitos Básicos: Sistema Multitarefa e Multiusuário, Execução em Foreground ou Background, Agendamento de Tarefas, Sistemas de Arquivos, LVM (Logical Volume Manager), Estrutura dos Diretórios, Memória Virtual, Gerenciadores de Pacotes, Configuração de Serviços ou Funcionalidades, Interoperabilidade (Samba), Serviço de Diretório. Shell Script.;9;Linux – Shell Script – Questões Vunesp;01:49
Aula 09 - Somente em PDF;Linux (Parte 1) - Conceitos Básicos: Sistema Multitarefa e Multiusuário, Execução em Foreground ou Background, Agendamento de Tarefas, Sistemas de Arquivos, LVM (Logical Volume Manager), Estrutura dos Diretórios, Memória Virtual, Gerenciadores de Pacotes, Configuração de Serviços ou Funcionalidades, Interoperabilidade (Samba), Serviço de Diretório. Shell Script.;10;Linux – Shell Script – Questões Multibancas;18:57
Aula 09 - Somente em PDF;Linux (Parte 1) - Conceitos Básicos: Sistema Multitarefa e Multiusuário, Execução em Foreground ou Background, Agendamento de Tarefas, Sistemas de Arquivos, LVM (Logical Volume Manager), Estrutura dos Diretórios, Memória Virtual, Gerenciadores de Pacotes, Configuração de Serviços ou Funcionalidades, Interoperabilidade (Samba), Serviço de Diretório. Shell Script.;11;Linux - Gerenciamento de Processos;47:14
Aula 09 - Somente em PDF;Linux (Parte 1) - Conceitos Básicos: Sistema Multitarefa e Multiusuário, Execução em Foreground ou Background, Agendamento de Tarefas, Sistemas de Arquivos, LVM (Logical Volume Manager), Estrutura dos Diretórios, Memória Virtual, Gerenciadores de Pacotes, Configuração de Serviços ou Funcionalidades, Interoperabilidade (Samba), Serviço de Diretório. Shell Script.;12;Linux - Processos - Questões Cebraspe;28:00
Aula 09 - Somente em PDF;Linux (Parte 1) - Conceitos Básicos: Sistema Multitarefa e Multiusuário, Execução em Foreground ou Background, Agendamento de Tarefas, Sistemas de Arquivos, LVM (Logical Volume Manager), Estrutura dos Diretórios, Memória Virtual, Gerenciadores de Pacotes, Configuração de Serviços ou Funcionalidades, Interoperabilidade (Samba), Serviço de Diretório. Shell Script.;13;Linux - Processos - Questões FGV;16:35
Aula 09 - Somente em PDF;Linux (Parte 1) - Conceitos Básicos: Sistema Multitarefa e Multiusuário, Execução em Foreground ou Background, Agendamento de Tarefas, Sistemas de Arquivos, LVM (Logical Volume Manager), Estrutura dos Diretórios, Memória Virtual, Gerenciadores de Pacotes, Configuração de Serviços ou Funcionalidades, Interoperabilidade (Samba), Serviço de Diretório. Shell Script.;14;Linux - Processos - Questões FCC;08:47
Aula 09 - Somente em PDF;Linux (Parte 1) - Conceitos Básicos: Sistema Multitarefa e Multiusuário, Execução em Foreground ou Background, Agendamento de Tarefas, Sistemas de Arquivos, LVM (Logical Volume Manager), Estrutura dos Diretórios, Memória Virtual, Gerenciadores de Pacotes, Configuração de Serviços ou Funcionalidades, Interoperabilidade (Samba), Serviço de Diretório. Shell Script.;15;Linux - Processos - Questões Vunesp;07:18
Aula 09 - Somente em PDF;Linux (Parte 1) - Conceitos Básicos: Sistema Multitarefa e Multiusuário, Execução em Foreground ou Background, Agendamento de Tarefas, Sistemas de Arquivos, LVM (Logical Volume Manager), Estrutura dos Diretórios, Memória Virtual, Gerenciadores de Pacotes, Configuração de Serviços ou Funcionalidades, Interoperabilidade (Samba), Serviço de Diretório. Shell Script.;16;Linux - Processos - Questões Multibancas;07:05
Aula 09 - Somente em PDF;Linux (Parte 1) - Conceitos Básicos: Sistema Multitarefa e Multiusuário, Execução em Foreground ou Background, Agendamento de Tarefas, Sistemas de Arquivos, LVM (Logical Volume Manager), Estrutura dos Diretórios, Memória Virtual, Gerenciadores de Pacotes, Configuração de Serviços ou Funcionalidades, Interoperabilidade (Samba), Serviço de Diretório. Shell Script.;17;Linux - Volumes, Permissões de Acesso, Superusuário - Teoria;57:33
Aula 09 - Somente em PDF;Linux (Parte 1) - Conceitos Básicos: Sistema Multitarefa e Multiusuário, Execução em Foreground ou Background, Agendamento de Tarefas, Sistemas de Arquivos, LVM (Logical Volume Manager), Estrutura dos Diretórios, Memória Virtual, Gerenciadores de Pacotes, Configuração de Serviços ou Funcionalidades, Interoperabilidade (Samba), Serviço de Diretório. Shell Script.;18;Linux - Volumes, Permissões de Acesso, Superusuário - Questões Cebraspe;11:04
Aula 09 - Somente em PDF;Linux (Parte 1) - Conceitos Básicos: Sistema Multitarefa e Multiusuário, Execução em Foreground ou Background, Agendamento de Tarefas, Sistemas de Arquivos, LVM (Logical Volume Manager), Estrutura dos Diretórios, Memória Virtual, Gerenciadores de Pacotes, Configuração de Serviços ou Funcionalidades, Interoperabilidade (Samba), Serviço de Diretório. Shell Script.;19;Linux - Volumes, Permissões de acesso, Superusuário - Questões FGV;08:28
Aula 09 - Somente em PDF;Linux (Parte 1) - Conceitos Básicos: Sistema Multitarefa e Multiusuário, Execução em Foreground ou Background, Agendamento de Tarefas, Sistemas de Arquivos, LVM (Logical Volume Manager), Estrutura dos Diretórios, Memória Virtual, Gerenciadores de Pacotes, Configuração de Serviços ou Funcionalidades, Interoperabilidade (Samba), Serviço de Diretório. Shell Script.;20;Linux - Volumes, permissões de acesso e superusuário - Questões FCC;15:24
Aula 09 - Somente em PDF;Linux (Parte 1) - Conceitos Básicos: Sistema Multitarefa e Multiusuário, Execução em Foreground ou Background, Agendamento de Tarefas, Sistemas de Arquivos, LVM (Logical Volume Manager), Estrutura dos Diretórios, Memória Virtual, Gerenciadores de Pacotes, Configuração de Serviços ou Funcionalidades, Interoperabilidade (Samba), Serviço de Diretório. Shell Script.;21;Linux - Volumes, permissões de acesso e superusuário - Questões Vunesp;14:37
Aula 09 - Somente em PDF;Linux (Parte 1) - Conceitos Básicos: Sistema Multitarefa e Multiusuário, Execução em Foreground ou Background, Agendamento de Tarefas, Sistemas de Arquivos, LVM (Logical Volume Manager), Estrutura dos Diretórios, Memória Virtual, Gerenciadores de Pacotes, Configuração de Serviços ou Funcionalidades, Interoperabilidade (Samba), Serviço de Diretório. Shell Script.;22;Linux - Volumes, Permissões de Acesso e Superusuário - Questões Multibancas;17:09
Aula 09 - Somente em PDF;Linux (Parte 1) - Conceitos Básicos: Sistema Multitarefa e Multiusuário, Execução em Foreground ou Background, Agendamento de Tarefas, Sistemas de Arquivos, LVM (Logical Volume Manager), Estrutura dos Diretórios, Memória Virtual, Gerenciadores de Pacotes, Configuração de Serviços ou Funcionalidades, Interoperabilidade (Samba), Serviço de Diretório. Shell Script.;23;Linux - Comandos Diversos - Teoria;01:03:37
Aula 09 - Somente em PDF;Linux (Parte 1) - Conceitos Básicos: Sistema Multitarefa e Multiusuário, Execução em Foreground ou Background, Agendamento de Tarefas, Sistemas de Arquivos, LVM (Logical Volume Manager), Estrutura dos Diretórios, Memória Virtual, Gerenciadores de Pacotes, Configuração de Serviços ou Funcionalidades, Interoperabilidade (Samba), Serviço de Diretório. Shell Script.;24;Linux - Comandos Diversos - Questões Cebraspe;11:26
Aula 09 - Somente em PDF;Linux (Parte 1) - Conceitos Básicos: Sistema Multitarefa e Multiusuário, Execução em Foreground ou Background, Agendamento de Tarefas, Sistemas de Arquivos, LVM (Logical Volume Manager), Estrutura dos Diretórios, Memória Virtual, Gerenciadores de Pacotes, Configuração de Serviços ou Funcionalidades, Interoperabilidade (Samba), Serviço de Diretório. Shell Script.;25;Linux - Comandos Diversos - Questões FGV;12:01
Aula 09 - Somente em PDF;Linux (Parte 1) - Conceitos Básicos: Sistema Multitarefa e Multiusuário, Execução em Foreground ou Background, Agendamento de Tarefas, Sistemas de Arquivos, LVM (Logical Volume Manager), Estrutura dos Diretórios, Memória Virtual, Gerenciadores de Pacotes, Configuração de Serviços ou Funcionalidades, Interoperabilidade (Samba), Serviço de Diretório. Shell Script.;26;Linux - Comandos Diversos - Questões FCC;13:21
Aula 09 - Somente em PDF;Linux (Parte 1) - Conceitos Básicos: Sistema Multitarefa e Multiusuário, Execução em Foreground ou Background, Agendamento de Tarefas, Sistemas de Arquivos, LVM (Logical Volume Manager), Estrutura dos Diretórios, Memória Virtual, Gerenciadores de Pacotes, Configuração de Serviços ou Funcionalidades, Interoperabilidade (Samba), Serviço de Diretório. Shell Script.;27;Linux - Comandos Diversos - Questões Vunesp;15:56
Aula 09 - Somente em PDF;Linux (Parte 1) - Conceitos Básicos: Sistema Multitarefa e Multiusuário, Execução em Foreground ou Background, Agendamento de Tarefas, Sistemas de Arquivos, LVM (Logical Volume Manager), Estrutura dos Diretórios, Memória Virtual, Gerenciadores de Pacotes, Configuração de Serviços ou Funcionalidades, Interoperabilidade (Samba), Serviço de Diretório. Shell Script.;28;Linux - Comandos Diversos - Questões Multibancas;19:57
Aula 09 - Somente em PDF;Linux (Parte 1) - Conceitos Básicos: Sistema Multitarefa e Multiusuário, Execução em Foreground ou Background, Agendamento de Tarefas, Sistemas de Arquivos, LVM (Logical Volume Manager), Estrutura dos Diretórios, Memória Virtual, Gerenciadores de Pacotes, Configuração de Serviços ou Funcionalidades, Interoperabilidade (Samba), Serviço de Diretório. Shell Script.;29;Linux - Serviços de Rede - Teoria;01:09:49
Aula 09 - Somente em PDF;Linux (Parte 1) - Conceitos Básicos: Sistema Multitarefa e Multiusuário, Execução em Foreground ou Background, Agendamento de Tarefas, Sistemas de Arquivos, LVM (Logical Volume Manager), Estrutura dos Diretórios, Memória Virtual, Gerenciadores de Pacotes, Configuração de Serviços ou Funcionalidades, Interoperabilidade (Samba), Serviço de Diretório. Shell Script.;30;Linux - Serviços de Rede - Questões Cebraspe;07:02
Aula 09 - Somente em PDF;Linux (Parte 1) - Conceitos Básicos: Sistema Multitarefa e Multiusuário, Execução em Foreground ou Background, Agendamento de Tarefas, Sistemas de Arquivos, LVM (Logical Volume Manager), Estrutura dos Diretórios, Memória Virtual, Gerenciadores de Pacotes, Configuração de Serviços ou Funcionalidades, Interoperabilidade (Samba), Serviço de Diretório. Shell Script.;31;Linux - Serviços de Rede - Questões FGV;09:15
Aula 09 - Somente em PDF;Linux (Parte 1) - Conceitos Básicos: Sistema Multitarefa e Multiusuário, Execução em Foreground ou Background, Agendamento de Tarefas, Sistemas de Arquivos, LVM (Logical Volume Manager), Estrutura dos Diretórios, Memória Virtual, Gerenciadores de Pacotes, Configuração de Serviços ou Funcionalidades, Interoperabilidade (Samba), Serviço de Diretório. Shell Script.;32;Linux - Serviços de Rede - Questões FCC;08:18
Aula 09 - Somente em PDF;Linux (Parte 1) - Conceitos Básicos: Sistema Multitarefa e Multiusuário, Execução em Foreground ou Background, Agendamento de Tarefas, Sistemas de Arquivos, LVM (Logical Volume Manager), Estrutura dos Diretórios, Memória Virtual, Gerenciadores de Pacotes, Configuração de Serviços ou Funcionalidades, Interoperabilidade (Samba), Serviço de Diretório. Shell Script.;33;Linux - Serviços de Rede - Questões Vunesp;05:01
Aula 09 - Somente em PDF;Linux (Parte 1) - Conceitos Básicos: Sistema Multitarefa e Multiusuário, Execução em Foreground ou Background, Agendamento de Tarefas, Sistemas de Arquivos, LVM (Logical Volume Manager), Estrutura dos Diretórios, Memória Virtual, Gerenciadores de Pacotes, Configuração de Serviços ou Funcionalidades, Interoperabilidade (Samba), Serviço de Diretório. Shell Script.;34;Linux - Serviços de Rede - Questões Multibancas;40:34
Aula 11;Virtualização: Conceitos. Tipos de hypervisor. Sistemas de virtualização: VMware, Hyper-V, Xen Server, Linux Container, Docker.;1;Virtualização - Conceitos Básicos - Teoria;14:47
Aula 11;Virtualização: Conceitos. Tipos de hypervisor. Sistemas de virtualização: VMware, Hyper-V, Xen Server, Linux Container, Docker.;2;Virtualização - Conceitos Básicos - Questões CEBRASPE;18:30
Aula 11;Virtualização: Conceitos. Tipos de hypervisor. Sistemas de virtualização: VMware, Hyper-V, Xen Server, Linux Container, Docker.;3;Virtualização - Conceitos Básicos - Questões FGV;09:40
Aula 11;Virtualização: Conceitos. Tipos de hypervisor. Sistemas de virtualização: VMware, Hyper-V, Xen Server, Linux Container, Docker.;4;Virtualização - Conceitos Básicos - Questões FCC;05:05
Aula 11;Virtualização: Conceitos. Tipos de hypervisor. Sistemas de virtualização: VMware, Hyper-V, Xen Server, Linux Container, Docker.;5;Virtualização - conceitos - Questões VUNESP;09:09
Aula 11;Virtualização: Conceitos. Tipos de hypervisor. Sistemas de virtualização: VMware, Hyper-V, Xen Server, Linux Container, Docker.;6;Virtualização - conceito - Questões Multibancas;32:01
Aula 11;Virtualização: Conceitos. Tipos de hypervisor. Sistemas de virtualização: VMware, Hyper-V, Xen Server, Linux Container, Docker.;7;Virtualização Tipos de Hypervisor (tipos 1 e 2);12:37
Aula 11;Virtualização: Conceitos. Tipos de hypervisor. Sistemas de virtualização: VMware, Hyper-V, Xen Server, Linux Container, Docker.;8;Virtualização tipos de hypervisor (tipos 1 e 2) - Questões CEBRASPE;06:03
Aula 11;Virtualização: Conceitos. Tipos de hypervisor. Sistemas de virtualização: VMware, Hyper-V, Xen Server, Linux Container, Docker.;9;Virtualização tipos de hypervisor (tipos 1 e 2) - Questões FGV;03:46
Aula 11;Virtualização: Conceitos. Tipos de hypervisor. Sistemas de virtualização: VMware, Hyper-V, Xen Server, Linux Container, Docker.;10;Virtualização tipos de hypervisor (tipos 1 e 2) - Questões VUNESP;06:51
Aula 11;Virtualização: Conceitos. Tipos de hypervisor. Sistemas de virtualização: VMware, Hyper-V, Xen Server, Linux Container, Docker.;11;Virtualização tipos de hypervisor (tipos 1 e 2) - Questões Multibancas;09:09
Aula 11;Virtualização: Conceitos. Tipos de hypervisor. Sistemas de virtualização: VMware, Hyper-V, Xen Server, Linux Container, Docker.;12;Virtualização Hypervisor na arquitetura x86 (Virtualização total e paravirtualização);16:54
Aula 11;Virtualização: Conceitos. Tipos de hypervisor. Sistemas de virtualização: VMware, Hyper-V, Xen Server, Linux Container, Docker.;13;Virtualização Hypervisor na arquitetura x86 (Virtualização total e paravirtualização) - Questões CEBRASPE;09:07
Aula 11;Virtualização: Conceitos. Tipos de hypervisor. Sistemas de virtualização: VMware, Hyper-V, Xen Server, Linux Container, Docker.;14;Virtualização Hypervisor na arquitetura x86 (Virtualização total e paravirtualização) - Questões FGV;06:58
Aula 11;Virtualização: Conceitos. Tipos de hypervisor. Sistemas de virtualização: VMware, Hyper-V, Xen Server, Linux Container, Docker.;15;Virtualização Hypervisor na arquitetura x86 (Virtualização total e paravirtualização) - Questões FCC;12:45
Aula 11;Virtualização: Conceitos. Tipos de hypervisor. Sistemas de virtualização: VMware, Hyper-V, Xen Server, Linux Container, Docker.;16;Virtualização Hypervisor na arquitetura x86 (Virtualização total e paravirtualização) - Questões VUNESP;09:21
Aula 11;Virtualização: Conceitos. Tipos de hypervisor. Sistemas de virtualização: VMware, Hyper-V, Xen Server, Linux Container, Docker.;17;Virtualização Hypervisor na arquitetura x86 (Virtualização total e paravirtualização) - Questões Multibancas;08:00
Aula 12;Computação em Nuvem: Conceitos. PaaS, IaaS, SaaS. Nuvem Pública. Nuvem Privada. Nuvem Híbrida. Soluções. Backup: conceitos, políticas de backup, tipos.;1;Computação em nuvem - Conceitos - Teoria;23:24
Aula 12;Computação em Nuvem: Conceitos. PaaS, IaaS, SaaS. Nuvem Pública. Nuvem Privada. Nuvem Híbrida. Soluções. Backup: conceitos, políticas de backup, tipos.;2;Computação em nuvem - conceitos - Questões Cebraspe;25:08
Aula 12;Computação em Nuvem: Conceitos. PaaS, IaaS, SaaS. Nuvem Pública. Nuvem Privada. Nuvem Híbrida. Soluções. Backup: conceitos, políticas de backup, tipos.;3;Computação em nuvens - Conceitos - Questões VUNESP;04:37
Aula 12;Computação em Nuvem: Conceitos. PaaS, IaaS, SaaS. Nuvem Pública. Nuvem Privada. Nuvem Híbrida. Soluções. Backup: conceitos, políticas de backup, tipos.;4;Computação em nuvens - Conceitos - Questões MULTIBANCAS;20:45
Aula 12;Computação em Nuvem: Conceitos. PaaS, IaaS, SaaS. Nuvem Pública. Nuvem Privada. Nuvem Híbrida. Soluções. Backup: conceitos, políticas de backup, tipos.;5;Computação em nuvem - Modelos de Serviço - Teoria;29:38
Aula 12;Computação em Nuvem: Conceitos. PaaS, IaaS, SaaS. Nuvem Pública. Nuvem Privada. Nuvem Híbrida. Soluções. Backup: conceitos, políticas de backup, tipos.;6;Computação em nuvem - Modelos de Serviço Questões Cebraspe;21:07
Aula 12;Computação em Nuvem: Conceitos. PaaS, IaaS, SaaS. Nuvem Pública. Nuvem Privada. Nuvem Híbrida. Soluções. Backup: conceitos, políticas de backup, tipos.;7;Computação em nuvem - Modelos de Serviço Questões FGV;13:58
Aula 12;Computação em Nuvem: Conceitos. PaaS, IaaS, SaaS. Nuvem Pública. Nuvem Privada. Nuvem Híbrida. Soluções. Backup: conceitos, políticas de backup, tipos.;8;Computação em nuvem - Modelos de Serviço Questões FCC;07:43
Aula 12;Computação em Nuvem: Conceitos. PaaS, IaaS, SaaS. Nuvem Pública. Nuvem Privada. Nuvem Híbrida. Soluções. Backup: conceitos, políticas de backup, tipos.;9;Computação em nuvem - Modelos de Serviço Questões VUNESP;02:13
Aula 12;Computação em Nuvem: Conceitos. PaaS, IaaS, SaaS. Nuvem Pública. Nuvem Privada. Nuvem Híbrida. Soluções. Backup: conceitos, políticas de backup, tipos.;10;Computação em nuvem - Modelos de Serviço Questões MULTIBANCAS;27:24
Aula 12;Computação em Nuvem: Conceitos. PaaS, IaaS, SaaS. Nuvem Pública. Nuvem Privada. Nuvem Híbrida. Soluções. Backup: conceitos, políticas de backup, tipos.;11;Computação em nuvem - Modelos de Implantação - Teoria;10:09
Aula 12;Computação em Nuvem: Conceitos. PaaS, IaaS, SaaS. Nuvem Pública. Nuvem Privada. Nuvem Híbrida. Soluções. Backup: conceitos, políticas de backup, tipos.;12;Computação em nuvem - Modelos de Implantação Questões Cebraspe;14:39
Aula 12;Computação em Nuvem: Conceitos. PaaS, IaaS, SaaS. Nuvem Pública. Nuvem Privada. Nuvem Híbrida. Soluções. Backup: conceitos, políticas de backup, tipos.;13;Computação em nuvem - Modelos de Implantação Questões FGV;02:25
Aula 12;Computação em Nuvem: Conceitos. PaaS, IaaS, SaaS. Nuvem Pública. Nuvem Privada. Nuvem Híbrida. Soluções. Backup: conceitos, políticas de backup, tipos.;14;Computação em nuvem - Modelos de Implantação Questões FCC;02:18
Aula 12;Computação em Nuvem: Conceitos. PaaS, IaaS, SaaS. Nuvem Pública. Nuvem Privada. Nuvem Híbrida. Soluções. Backup: conceitos, políticas de backup, tipos.;15;Computação em nuvem - Modelos de Implantação Questões Multibancas;14:48
Aula 12;Computação em Nuvem: Conceitos. PaaS, IaaS, SaaS. Nuvem Pública. Nuvem Privada. Nuvem Híbrida. Soluções. Backup: conceitos, políticas de backup, tipos.;16;Backup - Conceitos - Teoria;35:58
Aula 12;Computação em Nuvem: Conceitos. PaaS, IaaS, SaaS. Nuvem Pública. Nuvem Privada. Nuvem Híbrida. Soluções. Backup: conceitos, políticas de backup, tipos.;17;Backup - Conceitos - Questões Cebraspe;15:56
Aula 12;Computação em Nuvem: Conceitos. PaaS, IaaS, SaaS. Nuvem Pública. Nuvem Privada. Nuvem Híbrida. Soluções. Backup: conceitos, políticas de backup, tipos.;18;Backup - Conceitos - Questões FGV;11:57
Aula 12;Computação em Nuvem: Conceitos. PaaS, IaaS, SaaS. Nuvem Pública. Nuvem Privada. Nuvem Híbrida. Soluções. Backup: conceitos, políticas de backup, tipos.;19;Backup - Conceitos - Questões FCC;09:59
Aula 12;Computação em Nuvem: Conceitos. PaaS, IaaS, SaaS. Nuvem Pública. Nuvem Privada. Nuvem Híbrida. Soluções. Backup: conceitos, políticas de backup, tipos.;20;Backup - Conceitos - Questões Vunesp;06:28
Aula 12;Computação em Nuvem: Conceitos. PaaS, IaaS, SaaS. Nuvem Pública. Nuvem Privada. Nuvem Híbrida. Soluções. Backup: conceitos, políticas de backup, tipos.;21;Backup - Conceitos - Questões Multibancas;11:30
Aula 12;Computação em Nuvem: Conceitos. PaaS, IaaS, SaaS. Nuvem Pública. Nuvem Privada. Nuvem Híbrida. Soluções. Backup: conceitos, políticas de backup, tipos.;22;Backup - Tipos - Teoria;17:22
Aula 12;Computação em Nuvem: Conceitos. PaaS, IaaS, SaaS. Nuvem Pública. Nuvem Privada. Nuvem Híbrida. Soluções. Backup: conceitos, políticas de backup, tipos.;23;Backup - Tipos - Questões FGV;13:23
Aula 12;Computação em Nuvem: Conceitos. PaaS, IaaS, SaaS. Nuvem Pública. Nuvem Privada. Nuvem Híbrida. Soluções. Backup: conceitos, políticas de backup, tipos.;24;Backup - Tipos - Questões Cebraspe;14:42
Aula 12;Computação em Nuvem: Conceitos. PaaS, IaaS, SaaS. Nuvem Pública. Nuvem Privada. Nuvem Híbrida. Soluções. Backup: conceitos, políticas de backup, tipos.;25;Backup - Tipos - Questões FCC;10:39
Aula 12;Computação em Nuvem: Conceitos. PaaS, IaaS, SaaS. Nuvem Pública. Nuvem Privada. Nuvem Híbrida. Soluções. Backup: conceitos, políticas de backup, tipos.;26;Backup - Tipos - Questões Vunesp;09:49
Aula 12;Computação em Nuvem: Conceitos. PaaS, IaaS, SaaS. Nuvem Pública. Nuvem Privada. Nuvem Híbrida. Soluções. Backup: conceitos, políticas de backup, tipos.;27;Backup - Tipos - Questões Multibancas;41:06
Aula 12;Computação em Nuvem: Conceitos. PaaS, IaaS, SaaS. Nuvem Pública. Nuvem Privada. Nuvem Híbrida. Soluções. Backup: conceitos, políticas de backup, tipos.;28;Meios de Armazenamento - Teoria;19:23
Aula 12;Computação em Nuvem: Conceitos. PaaS, IaaS, SaaS. Nuvem Pública. Nuvem Privada. Nuvem Híbrida. Soluções. Backup: conceitos, políticas de backup, tipos.;29;Meios de Armazenamento - Questões Cebraspe;08:59
Aula 12;Computação em Nuvem: Conceitos. PaaS, IaaS, SaaS. Nuvem Pública. Nuvem Privada. Nuvem Híbrida. Soluções. Backup: conceitos, políticas de backup, tipos.;30;Meios de Armazenamento - Questões FCC;07:32
Aula 12;Computação em Nuvem: Conceitos. PaaS, IaaS, SaaS. Nuvem Pública. Nuvem Privada. Nuvem Híbrida. Soluções. Backup: conceitos, políticas de backup, tipos.;31;Meios de Armazenamento - Questões Vunesp;02:33
Aula 12;Computação em Nuvem: Conceitos. PaaS, IaaS, SaaS. Nuvem Pública. Nuvem Privada. Nuvem Híbrida. Soluções. Backup: conceitos, políticas de backup, tipos.;32;Meios de Armazenamento - Questões Multibancas;17:04
Aula 13;Padrões de Discos e Interfaces. Redes de Armazenamento: conceitos e tipos. RAID.;1;Armazenamento (HD, SSD, INTERFACES) - Teoria;34:07
Aula 13;Padrões de Discos e Interfaces. Redes de Armazenamento: conceitos e tipos. RAID.;2;Armazenamento (HD, SSD, INTERFACES) - Questões CEBRASPE;12:16
Aula 13;Padrões de Discos e Interfaces. Redes de Armazenamento: conceitos e tipos. RAID.;3;Armazenamento (HD, SSD, INTERFACES) - Questões FCC;08:51
Aula 13;Padrões de Discos e Interfaces. Redes de Armazenamento: conceitos e tipos. RAID.;4;Armazenamento (HD, SSD, INTERFACES) - Questões FGV;05:54
Aula 13;Padrões de Discos e Interfaces. Redes de Armazenamento: conceitos e tipos. RAID.;5;Armazenamento (HD, SSD, INTERFACES) - Questões Multibancas;12:43
Aula 13;Padrões de Discos e Interfaces. Redes de Armazenamento: conceitos e tipos. RAID.;6;Redes de Armazenamento - Teoria;36:40
Aula 13;Padrões de Discos e Interfaces. Redes de Armazenamento: conceitos e tipos. RAID.;7;Redes de Armazenamento - Questões FCC;21:28
Aula 13;Padrões de Discos e Interfaces. Redes de Armazenamento: conceitos e tipos. RAID.;8;Redes de Armazenamento - Questões CEBRASPE;28:00
Aula 13;Padrões de Discos e Interfaces. Redes de Armazenamento: conceitos e tipos. RAID.;9;Redes de Armazenamento - Questões Multibancas;22:27
Aula 13;Padrões de Discos e Interfaces. Redes de Armazenamento: conceitos e tipos. RAID.;10;RAID (Redundant Array of Independent Disks) - Teoria;21:44
Aula 13;Padrões de Discos e Interfaces. Redes de Armazenamento: conceitos e tipos. RAID.;11;RAID (Redundant Array of Independent Disks) - Questões CEBRASPE;25:22
Aula 13;Padrões de Discos e Interfaces. Redes de Armazenamento: conceitos e tipos. RAID.;12;RAID (Redundant Array of Independent Disks) - Questões FGV;13:34
